question,query
Show me all the bike purchases made by Surjeet Singh,"SELECT c.customer_id,CONCAT (c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model,p.purchase_id,p.purchase_date, p.registration_number,p.amount,d.dealer_name
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Surjeet' AND c.last_name = 'Singh';"
What are the purchase details for Praveen Patidaar,"SELECT c.customer_id,CONCAT (c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model,p.purchase_id,p.purchase_date, p.registration_number,p.amount,d.dealer_name
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Praveen' AND c.last_name = 'Patidaar';"
Can you give me the details of the bikes bought by Praveen Patidaar,"SELECT c.customer_id,CONCAT (c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model,p.purchase_id,p.purchase_date, p.registration_number,p.amount,d.dealer_name
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Praveen' AND c.last_name = 'Patidaar';"
Show me the transaction history for Praveen Patidaar's purchases,"SELECT c.customer_id,CONCAT (c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model,p.purchase_id,p.purchase_date, p.registration_number,p.amount,d.dealer_name
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Praveen' AND c.last_name = 'Patidaar';"
I need the purchase information for Praveen Patidaar,"SELECT c.customer_id,CONCAT (c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model,p.purchase_id,p.purchase_date, p.registration_number,p.amount,d.dealer_name
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Praveen' AND c.last_name = 'Patidaar';"
Tell me about the purchases made by Praveen Patidaar,"SELECT c.customer_id,CONCAT (c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model,p.purchase_id,p.purchase_date, p.registration_number,p.amount,d.dealer_name
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Praveen' AND c.last_name = 'Patidaar';"
Provide me with the purchase history for Praveen Patidaar,"SELECT c.customer_id,CONCAT (c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model,p.purchase_id,p.purchase_date, p.registration_number,p.amount,d.dealer_name
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Praveen' AND c.last_name = 'Patidaar';"
What bikes has Praveen Patidaar purchased,"SELECT c.customer_id,CONCAT (c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model,p.purchase_id,p.purchase_date, p.registration_number,p.amount,d.dealer_name
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Praveen' AND c.last_name = 'Patidaar';"
Retrieve the purchase transactions for Praveen Patidaar,"SELECT c.customer_id,CONCAT (c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model,p.purchase_id,p.purchase_date, p.registration_number,p.amount,d.dealer_name
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Praveen' AND c.last_name = 'Patidaar';"
List all the purchase history of customer Praveen Patidaar,"SELECT c.customer_id,CONCAT (c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model,p.purchase_id,p.purchase_date, p.registration_number,p.amount,d.dealer_name
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Praveen' AND c.last_name = 'Patidaar';"
Show me the complete purchase details of Praveen Patidaar,"SELECT c.customer_id,CONCAT (c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model,p.purchase_id,p.purchase_date, p.registration_number,p.amount,d.dealer_name
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Praveen' AND c.last_name = 'Patidaar';"
"Show me the bikes owned by Tejas Solanki, whose customer ID is 3","SELECT CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Tejas' AND c.last_name = 'Solanki' AND c.customer_id='3';"
"List all the bikes purchased by Tejas Solanki, customer ID 3.","SELECT CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Tejas' AND c.last_name = 'Solanki' AND c.customer_id='3';"
Can you give me the details of bikes purchased by Tejas Solanki (customer ID 3)?,"SELECT CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Tejas' AND c.last_name = 'Solanki' AND c.customer_id='3';"
"Retrieve the bikes bought by Tejas Solanki, customer ID 3.","SELECT CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Tejas' AND c.last_name = 'Solanki' AND c.customer_id='3';"
"I want to see all the bikes that Tejas Solanki, with customer ID 3, owns.","SELECT CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Tejas' AND c.last_name = 'Solanki' AND c.customer_id='3';"
Provide me with the list of bikes owned by Tejas Solanki (ID 3).,"SELECT CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Tejas' AND c.last_name = 'Solanki' AND c.customer_id='3';"
"Give me the bikes that Tejas Solanki, customer ID 3, has purchased.","SELECT CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Tejas' AND c.last_name = 'Solanki' AND c.customer_id='3';"
"List out all the bikes purchased by Tejas Solanki, whose ID is 3.","SELECT CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Tejas' AND c.last_name = 'Solanki' AND c.customer_id='3';"
Show me the bikes belonging to Tejas Solanki (customer ID 3).,"SELECT CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Tejas' AND c.last_name = 'Solanki' AND c.customer_id='3';"
"Tell me which bikes Tejas Solanki, with customer ID 3, has bought.","SELECT CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.first_name = 'Tejas' AND c.last_name = 'Solanki' AND c.customer_id='3';"
give me details of bike having customer id 19,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='19';"
give me details of bike having customer id 12,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='12';"
give me the bikes owned by customer with customer id 1,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='1';"
give me the bike owned by customer having customer id 2,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='2';"
give me details of bike having customer id 3,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='3';"
show me the bikes purchased by the customer with customer id 3,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='3';"
show me the bike owned by customer with customer id 4,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='4';"
Show me the bikes associated with customer ID 5,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='5';"
give me details of bike having customer id 5,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='5';"
What are the bike details for customer id 6,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='6';"
Tell me the bike information for customer id 7,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='7';"
give me details of bike having customer id 8,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='8';"
Which bikes are owned by the customer with id 8,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='8';"
Show me the bike for the customer with id 9,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='9';"
Show me the bike for the customer with id 10,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='10';"
list the bikes owned by the customer with customer id 10,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='10';"
What bikes were purchased by customer id 10,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='10';"
Give me the bike details for customer with id 11,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='11';"
Show me the bikes linked to customer id 12,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='12';"
Tell me about the bikes owned by customer id 13,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='13';"
Which bike does the customer with id 14 have,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='14';"
I need the bike details for customer id 15,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='15';"
What bikes belong to the customer with id 16,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='16';"
Can you give me the bike details for customer id 17,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='17';"
List the bikes for the customer with id 18,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='18';"
I need to know the bike owned by customer id 19,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='19';"
Which bikes did customer id 20 purchase,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='20';"
Show me the bike linked to customer id 21,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='21';"
Tell me the bikes associated with customer id 22,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='22';"
What bike is associated under customer id 23,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='23';"
Give me the list of bikes for customer id 24,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='24';"
Show me the bike information for the customer with id 25,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='25';"
which bike is assocatied with customer id 12,"SELECT c.customer_id, CONCAT(c.first_name, '', c.last_name) AS customer_name, b.bike_id, 
       b.manufacturer, b.model, p.registration_number
FROM purchases p
INNER JOIN bikes b ON p.bike_id = b.bike_id
INNER JOIN customers c ON p.customer_id = c.customer_id
INNER JOIN dealers d ON p.dealer_id = d.dealer_id
WHERE c.customer_id='12';"
Show me the total sales amount for each dealer,"SELECT d.dealer_name, SUM(p.amount) AS total_sales
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Can you give me the sales total for every dealer,"SELECT d.dealer_name, SUM(p.amount) AS total_sales
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Retrieve the total amount of sales made by each dealer,"SELECT d.dealer_name, SUM(p.amount) AS total_sales
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
I want to see how much each dealer has sold in total.,"SELECT d.dealer_name, SUM(p.amount) AS total_sales
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
List the total sales amount for all dealers.,"SELECT d.dealer_name, SUM(p.amount) AS total_sales
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Provide the total sales figures for each dealer.,"SELECT d.dealer_name, SUM(p.amount) AS total_sales
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Give me the overall sales amount per dealer.,"SELECT d.dealer_name, SUM(p.amount) AS total_sales
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Show me the sales totals for each dealer.,"SELECT d.dealer_name, SUM(p.amount) AS total_sales
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Tell me the total sales amount for every dealer.,"SELECT d.dealer_name, SUM(p.amount) AS total_sales
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Can you give me the total sales for each dealer?,"SELECT d.dealer_name, SUM(p.amount) AS total_sales
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Show me the total count of bikes sold by each dealer,"SELECT d.dealer_name, COUNT(p.purchase_id) AS total_bikes_sold
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Can you give me the number of bikes each dealer has sold?,"SELECT d.dealer_name, COUNT(p.purchase_id) AS total_bikes_sold
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Retrieve the total number of bikes sold by all dealers.,"SELECT d.dealer_name, COUNT(p.purchase_id) AS total_bikes_sold
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
I want to see how many bikes each dealer has sold in total.,"SELECT d.dealer_name, COUNT(p.purchase_id) AS total_bikes_sold
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
List out the total number of bikes sold by every dealer.,"SELECT d.dealer_name, COUNT(p.purchase_id) AS total_bikes_sold
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Provide the count of bikes sold by each dealer.,"SELECT d.dealer_name, COUNT(p.purchase_id) AS total_bikes_sold
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Give me the overall number of bikes sold by each dealer.,"SELECT d.dealer_name, COUNT(p.purchase_id) AS total_bikes_sold
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Show me the number of bikes each dealer has sold.,"SELECT d.dealer_name, COUNT(p.purchase_id) AS total_bikes_sold
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Tell me the total number of bikes sold by all dealers.,"SELECT d.dealer_name, COUNT(p.purchase_id) AS total_bikes_sold
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Can you give me the total bike sales figures for each dealer?,"SELECT d.dealer_name, COUNT(p.purchase_id) AS total_bikes_sold
FROM dealers d
INNER JOIN purchases p ON d.dealer_id = p.dealer_id
GROUP BY d.dealer_name;"
Show me the total number of purchases made by each customer.,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, COUNT(p.purchase_id) AS purchases_count
FROM customers c
LEFT JOIN purchases p ON c.customer_id = p.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name;"
Can you provide the count of purchases made by every customer?,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, COUNT(p.purchase_id) AS purchases_count
FROM customers c
LEFT JOIN purchases p ON c.customer_id = p.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name;"
Retrieve the number of purchases for all customers.,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, COUNT(p.purchase_id) AS purchases_count
FROM customers c
LEFT JOIN purchases p ON c.customer_id = p.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name;"
I want to see how many purchases each customer has made.,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, COUNT(p.purchase_id) AS purchases_count
FROM customers c
LEFT JOIN purchases p ON c.customer_id = p.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name;"
List out the total number of purchases for each customer.,"SELECT c.customer_id, CONCAT(c.first_name, ' ', c.last_name) AS customer_name, COUNT(p.purchase_id) AS purchases_count
FROM customers c
LEFT JOIN purchases p ON c.customer_id = p.customer_id
GROUP BY c.customer_id, c.first_name, c.last_name;"
